"priority","origin","customer_type__c","subject","isdeleted","systemmodstamp","db_case_duration_hours__c","external_id__c","createddate","isclosed","casenumber","sfid","id","_hc_lastop","_hc_err","reason","valid__c","type"
"Medium","Other",NULL,"soldiers. No one even raised their shields. How...",False,"2018-09-19 11:09:33",NULL,NULL,"2018-09-19 11:09:32",False,"00002241","50046000007aCw0AAE",249,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Wishing you a very Happy Birthday dear Sutapasi...",False,"2018-09-19 11:09:34",NULL,NULL,"2018-09-19 11:09:34",False,"00002248","50046000007aCw7AAE",250,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Good morning! Thank you Nado for the freshly ba...",False,"2018-09-19 11:09:34",NULL,NULL,"2018-09-19 11:09:34",False,"00002247","50046000007aCw6AAE",251,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Hello Rainbow Friends One more picture of Sid: ...",False,"2018-09-19 11:09:34",NULL,NULL,"2018-09-19 11:09:34",False,"00002246","50046000007aCw5AAE",252,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by cygnet9 Yes you guys are r...",False,"2018-09-19 11:09:34",NULL,NULL,"2018-09-19 11:09:34",False,"00002245","50046000007aCw4AAE",253,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by ikhtiyar. Was seriously mi...",False,"2018-09-19 11:09:35",NULL,NULL,"2018-09-19 11:09:35",False,"00002250","50046000007aCw9AAE",254,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by amrutha131 VJ September Af...",False,"2018-09-19 11:09:35",NULL,NULL,"2018-09-19 11:09:35",False,"00002251","50046000007aCwAAAU",255,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Muje nahi pata.. jab tak vo saat me ayenge or a...",False,"2018-09-19 11:09:36",NULL,NULL,"2018-09-19 11:09:36",False,"00002253","50046000007aCwCAAU",256,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Just saw the uploaded episode on alt Balaji I t...",False,"2018-09-19 11:09:36",NULL,NULL,"2018-09-19 11:09:36",False,"00002252","50046000007aCwBAAU",257,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"So Zhende is vikrant's right hand cum friend.. ...",False,"2018-09-19 11:09:37",NULL,NULL,"2018-09-19 11:09:37",False,"00002255","50046000007aCwHAAU",258,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Every show goes in a certain pattern..a low pha...",False,"2018-09-19 11:09:37",NULL,NULL,"2018-09-19 11:09:37",False,"00002256","50046000007aCwIAAU",259,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"had amazing dramas like Prapanch, Zoka, abhalma...",False,"2018-09-19 11:09:37",NULL,NULL,"2018-09-19 11:09:37",False,"00002254","50046000007aCwGAAU",260,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Padmajaan I have an idea b...",False,"2018-09-19 11:09:38",NULL,NULL,"2018-09-19 11:09:38",False,"00002260","50046000007aCwMAAU",261,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by noexcuse Congratulations M...",False,"2018-09-19 11:09:38",NULL,NULL,"2018-09-19 11:09:38",False,"00002259","50046000007aCwLAAU",262,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"congratulations meher! me loves u",False,"2018-09-19 11:09:38",NULL,NULL,"2018-09-19 11:09:38",False,"00002258","50046000007aCwKAAU",263,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"who wins or loses but what makes sense to watch...",False,"2018-09-19 11:09:38",NULL,NULL,"2018-09-19 11:09:38",False,"00002257","50046000007aCwJAAU",264,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"critical of the actor portraying it. Television...",False,"2018-09-19 11:09:39",NULL,NULL,"2018-09-19 11:09:38",False,"00002261","50046000007aCwNAAU",265,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Good morning friends. Have a nice weekend. Edit...",False,"2018-09-19 11:09:39",NULL,NULL,"2018-09-19 11:09:39",False,"00002263","50046000007aCwPAAU",266,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"The Kapoor family is definately class and liked...",False,"2018-09-19 11:09:40",NULL,NULL,"2018-09-19 11:09:40",False,"00002266","50046000007aCwSAAU",267,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"""The best things in life are free like: Love, R...",False,"2018-09-19 11:09:40",NULL,NULL,"2018-09-19 11:09:40",False,"00002265","50046000007aCwRAAU",268,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by SoniSoni12 Originally post...",False,"2018-09-19 11:09:40",NULL,NULL,"2018-09-19 11:09:39",False,"00002264","50046000007aCwQAAU",269,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"I never liked this new Arohi girl's in any show...",False,"2018-09-19 11:09:59",NULL,NULL,"2018-09-19 11:09:59",False,"00002268","50046000007aCwfAAE",270,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Crimson9 Hilarious One can...",False,"2018-09-19 11:10:00",NULL,NULL,"2018-09-19 11:09:59",False,"00002269","50046000007aCwgAAE",271,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by BiraSaysWhaddup Raj and DK...",False,"2018-09-19 11:10:00",NULL,NULL,"2018-09-19 11:10:00",False,"00002270","50046000007aCwhAAE",272,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Woah. 2018 seems like Bollywood's best year sin...",False,"2018-09-19 11:10:00",NULL,NULL,"2018-09-19 11:10:00",False,"00002271","50046000007aCwiAAE",273,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"We are unsure about everything happening in the...",False,"2018-09-19 11:10:01",NULL,NULL,"2018-09-19 11:10:01",False,"00002274","50046000007aCwlAAE",274,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Mujhe bhi nahi aati Caps hai but good too see t...",False,"2018-09-19 11:10:01",NULL,NULL,"2018-09-19 11:10:01",False,"00002273","50046000007aCwkAAE",275,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Sumita18 Good morning Have...",False,"2018-09-19 11:10:01",NULL,NULL,"2018-09-19 11:10:01",False,"00002272","50046000007aCwjAAE",276,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Crimson9 Nice review. Afte...",False,"2018-09-19 11:10:02",NULL,NULL,"2018-09-19 11:10:02",False,"00002275","50046000007aCwpAAE",277,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"After watching her in Teri Raza, idk if this is...",False,"2018-09-19 11:10:03",NULL,NULL,"2018-09-19 11:10:03",False,"00002278","50046000007aCwsAAE",278,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Glad that it is. Its a good movie. I was thorou...",False,"2018-09-19 11:10:03",NULL,NULL,"2018-09-19 11:10:03",False,"00002277","50046000007aCwrAAE",279,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"pretty much certain the film is going to be a H...",False,"2018-09-19 11:10:03",NULL,NULL,"2018-09-19 11:10:02",False,"00002276","50046000007aCwqAAE",280,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Please friends...though I love our show YUDKBH,...",False,"2018-09-19 11:10:04",NULL,NULL,"2018-09-19 11:10:04",False,"00002281","50046000007aCwvAAE",281,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Thanks dear. Yes, the hand-holding in the emoti...",False,"2018-09-19 11:10:04",NULL,NULL,"2018-09-19 11:10:03",False,"00002279","50046000007aCwtAAE",282,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"But I really wanted to see a formal proposal fr...",False,"2018-09-19 11:10:04",NULL,NULL,"2018-09-19 11:10:04",False,"00002280","50046000007aCwuAAE",283,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by vaishu.6 really this was f...",False,"2018-09-19 11:10:05",NULL,NULL,"2018-09-19 11:10:04",False,"00002282","50046000007aCwwAAE",284,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"[Quote: =Harmankav]Thanks dear for pm... really...",False,"2018-09-19 11:10:05",NULL,NULL,"2018-09-19 11:10:05",False,"00002283","50046000007aCwxAAE",285,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Tarantella Jaydeep looks e...",False,"2018-09-19 11:10:05",NULL,NULL,"2018-09-19 11:10:05",False,"00002284","50046000007aCwyAAE",286,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by sabreen_06 Originally post...",False,"2018-09-19 11:10:06",NULL,NULL,"2018-09-19 11:10:06",False,"00002286","50046000007aCx0AAE",287,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"His tears ...says everything After its his show...",False,"2018-09-19 11:10:06",NULL,NULL,"2018-09-19 11:10:06",False,"00002287","50046000007aCx1AAE",288,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"much ok with giving palak a chance ... Like Pal...",False,"2018-09-19 11:10:06",NULL,NULL,"2018-09-19 11:10:06",False,"00002285","50046000007aCwzAAE",289,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Good one Haseena. Emotional Chappy . But well n...",False,"2018-09-19 11:10:07",NULL,NULL,"2018-09-19 11:10:06",False,"00002288","50046000007aCx2AAE",290,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Vaishnavi_ We are unsure a...",False,"2018-09-19 11:10:07",NULL,NULL,"2018-09-19 11:10:07",False,"00002290","50046000007aCx4AAE",291,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by BiraSaysWhaddup Woah. 2018...",False,"2018-09-19 11:10:07",NULL,NULL,"2018-09-19 11:10:07",False,"00002289","50046000007aCx3AAE",292,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Vaishnavi_ I hope what you...",False,"2018-09-19 11:10:07",NULL,NULL,"2018-09-19 11:10:07",False,"00002291","50046000007aCx5AAE",293,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Hii pandas...here is new Mehrya FS...its going ...",False,"2018-09-19 11:10:12",NULL,NULL,"2018-09-19 11:10:12",False,"00002298","50046000007aCxRAAU",294,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"huge role to play ... VP was very much ok with ...",False,"2018-09-19 11:10:12",NULL,NULL,"2018-09-19 11:10:12",False,"00002296","50046000007aCxPAAU",295,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Good times Don't Loose Hope Guys...Ache Din Phi...",False,"2018-09-19 11:10:12",NULL,NULL,"2018-09-19 11:10:12",False,"00002297","50046000007aCxQAAU",296,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Good Morning friends! Have a good sunday.",False,"2018-09-19 11:10:13",NULL,NULL,"2018-09-19 11:10:13",False,"00002301","50046000007aCxUAAU",297,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Vivek was very good in yesterday's episode. Pro...",False,"2018-09-19 11:10:13",NULL,NULL,"2018-09-19 11:10:13",False,"00002300","50046000007aCxTAAU",298,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by BlackPanther7 Originally p...",False,"2018-09-19 11:10:13",NULL,NULL,"2018-09-19 11:10:12",False,"00002299","50046000007aCxSAAU",299,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"I hope what you are saying turns out for real.....",False,"2018-09-19 11:10:14",NULL,NULL,"2018-09-19 11:10:13",False,"00002302","50046000007aCxVAAU",300,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Good points raised by everyone!",False,"2018-09-19 11:11:01",NULL,NULL,"2018-09-19 11:11:01",False,"00002306","50046000007aCxdAAE",301,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"I look at the man lying crumbled on the floor. ...",False,"2018-09-19 11:11:02",NULL,NULL,"2018-09-19 11:11:01",False,"00002307","50046000007aCxeAAE",302,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"I've heard a lot about Powder ! Will watch it o...",False,"2018-09-19 11:11:02",NULL,NULL,"2018-09-19 11:11:02",False,"00002309","50046000007aCxgAAE",303,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"I liked how Anushka instantly knew it was Siddh...",False,"2018-09-19 11:11:02",NULL,NULL,"2018-09-19 11:11:02",False,"00002308","50046000007aCxfAAE",304,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Thank you for this lovely post TM. I tend to fe...",False,"2018-09-19 11:11:03",NULL,NULL,"2018-09-19 11:11:03",False,"00002313","50046000007aCxkAAE",305,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Agree. Their onscreen chemistry is beautiful pl...",False,"2018-09-19 11:11:03",NULL,NULL,"2018-09-19 11:11:03",False,"00002311","50046000007aCxiAAE",306,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by alovi_21 I love their chem...",False,"2018-09-19 11:11:03",NULL,NULL,"2018-09-19 11:11:03",False,"00002312","50046000007aCxjAAE",307,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"i posted pjs on the congratulations thread",False,"2018-09-19 11:11:04",NULL,NULL,"2018-09-19 11:11:04",False,"00002315","50046000007aCxnAAE",308,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"That's what most Indian men want it seems?! Or ...",False,"2018-09-19 11:11:04",NULL,NULL,"2018-09-19 11:11:04",False,"00002314","50046000007aCxlAAE",309,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"I don't know about being fairer or darker cos t...",False,"2018-09-19 11:11:05",NULL,NULL,"2018-09-19 11:11:05",False,"00002318","50046000007aCxqAAE",310,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"That's what most Indian men want it seems?! Or ...",False,"2018-09-19 11:11:05",NULL,NULL,"2018-09-19 11:11:05",False,"00002317","50046000007aCxpAAE",311,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"good to see people appreciating two awesome peo...",False,"2018-09-19 11:11:05",NULL,NULL,"2018-09-19 11:11:05",False,"00002316","50046000007aCxoAAE",312,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"No mauli wont have peace. Mauli is so good at e...",False,"2018-09-19 11:11:06",NULL,NULL,"2018-09-19 11:11:06",False,"00002320","50046000007aCxsAAE",313,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Sabyata Originally posted ...",False,"2018-09-19 11:11:06",NULL,NULL,"2018-09-19 11:11:06",False,"00002319","50046000007aCxrAAE",314,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by chirpyhapibird Originally ...",False,"2018-09-19 11:11:06",NULL,NULL,"2018-09-19 11:11:06",False,"00002321","50046000007aCxtAAE",315,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"There are so many tv shows with so many couples...",False,"2018-09-19 11:11:06",NULL,NULL,"2018-09-19 11:11:06",False,"00002322","50046000007aCxuAAE",316,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by noexcuse What a beautiful ...",False,"2018-09-19 11:11:07",NULL,NULL,"2018-09-19 11:11:07",False,"00002323","50046000007aCxxAAE",317,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Kzk2 i guess gono b a hit... Coz parth n eeica ...",False,"2018-09-19 11:11:08",NULL,NULL,"2018-09-19 11:11:08",False,"00002325","50046000007aCxzAAE",318,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by harshiidiv Sanjh what an a...",False,"2018-09-19 11:11:08",NULL,NULL,"2018-09-19 11:11:08",False,"00002326","50046000007aCy0AAE",319,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Keepdreaming good to see p...",False,"2018-09-19 11:11:08",NULL,NULL,"2018-09-19 11:11:08",False,"00002327","50046000007aCy1AAE",320,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by arshi_asya I think initial...",False,"2018-09-19 11:11:09",NULL,NULL,"2018-09-19 11:11:09",False,"00002329","50046000007aCy3AAE",321,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"I am now watching the show cos if found it so f...",False,"2018-09-19 11:11:09",NULL,NULL,"2018-09-19 11:11:08",False,"00002328","50046000007aCy2AAE",322,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Wow tht was an honest interview. I liked his po...",False,"2018-09-19 11:11:16",NULL,NULL,"2018-09-19 11:11:16",False,"00002334","50046000007aCy8AAE",323,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by RollingStones I liked how ...",False,"2018-09-19 11:11:16",NULL,NULL,"2018-09-19 11:11:16",False,"00002333","50046000007aCy7AAE",324,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Keepdreaming Originally po...",False,"2018-09-19 11:11:17",NULL,NULL,"2018-09-19 11:11:17",False,"00002336","50046000007aCyAAAU",325,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by moumita.madhuk Originally ...",False,"2018-09-19 11:11:17",NULL,NULL,"2018-09-19 11:11:17",False,"00002337","50046000007aCyBAAU",326,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Sanjh what an awesome ""Title"" I really liked th...",False,"2018-09-19 11:11:18",NULL,NULL,"2018-09-19 11:11:18",False,"00002339","50046000007aCyDAAU",327,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"I love their chemistry, can see this show only ...",False,"2018-09-19 11:11:18",NULL,NULL,"2018-09-19 11:11:17",False,"00002338","50046000007aCyCAAU",328,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by arshi_asya Every single ma...",False,"2018-09-19 11:11:18",NULL,NULL,"2018-09-19 11:11:18",False,"00002340","50046000007aCyEAAU",329,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"I liked the art work and the cinematography of ...",False,"2018-09-19 11:11:19",NULL,NULL,"2018-09-19 11:11:19",False,"00002342","50046000007aCyHAAU",330,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by GhayalParinda Originally p...",False,"2018-09-19 11:11:20",NULL,NULL,"2018-09-19 11:11:20",False,"00002344","50046000007aCyJAAU",331,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Snow_Angel Originally post...",False,"2018-09-19 11:11:20",NULL,NULL,"2018-09-19 11:11:20",False,"00002345","50046000007aCyKAAU",332,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"That's what most Indian men want it seems?! Or ...",False,"2018-09-19 11:11:21",NULL,NULL,"2018-09-19 11:11:21",False,"00002346","50046000007aCyLAAU",333,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Viswasruti Friends trying ...",False,"2018-09-19 11:12:10",NULL,NULL,"2018-09-19 11:12:10",False,"00002358","50046000007aCyyAAE",334,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Aruna.negi Main Jaandiyaan...",False,"2018-09-19 11:12:10",NULL,NULL,"2018-09-19 11:12:10",False,"00002357","50046000007aCyxAAE",335,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by mira Originally posted by ...",False,"2018-09-19 11:12:10",NULL,NULL,"2018-09-19 11:12:10",False,"00002356","50046000007aCywAAE",336,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"""Try to be a rainbow in someone's cloud. Maya A...",False,"2018-09-19 11:12:11",NULL,NULL,"2018-09-19 11:12:10",False,"00002359","50046000007aCyzAAE",337,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Houstonmom Originally post...",False,"2018-09-19 11:12:11",NULL,NULL,"2018-09-19 11:12:11",False,"00002361","50046000007aCz6AAE",338,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"to live in peace and you are telling there is n...",False,"2018-09-19 11:12:11",NULL,NULL,"2018-09-19 11:12:11",False,"00002360","50046000007aCz5AAE",339,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Hey Doc! Kudos! I admire the way you put forth ...",False,"2018-09-19 11:12:12",NULL,NULL,"2018-09-19 11:12:12",False,"00002365","50046000007aCzAAAU",340,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"@Ahana Good to know Yup IF ki tbeat theek nai h...",False,"2018-09-19 11:12:12",NULL,NULL,"2018-09-19 11:12:12",False,"00002363","50046000007aCz8AAE",341,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Hi Vira, Nicely written. A detailed conversatio...",False,"2018-09-19 11:12:12",NULL,NULL,"2018-09-19 11:12:12",False,"00002364","50046000007aCz9AAE",342,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Chalo em off gonna sleep now Good nighttt take ...",False,"2018-09-19 11:12:12",NULL,NULL,"2018-09-19 11:12:11",False,"00002362","50046000007aCz7AAE",343,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Ivone12 Beautiful Landscap...",False,"2018-09-19 11:12:14",NULL,NULL,"2018-09-19 11:12:14",False,"00002367","50046000007aCzGAAU",344,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by cygnet9 Good Morning Rainb...",False,"2018-09-19 11:12:14",NULL,NULL,"2018-09-19 11:12:14",False,"00002368","50046000007aCzHAAU",345,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by .rad. Originally posted by...",False,"2018-09-19 11:12:14",NULL,NULL,"2018-09-19 11:12:14",False,"00002369","50046000007aCzIAAU",346,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Ecrivain. And its BACK!! #...",False,"2018-09-19 11:12:15",NULL,NULL,"2018-09-19 11:12:15",False,"00002370","50046000007aCzJAAU",347,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Fee_Clochette Originally p...",False,"2018-09-19 11:12:15",NULL,NULL,"2018-09-19 11:12:15",False,"00002371","50046000007aCzKAAU",348,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Krupy Originally posted by...",False,"2018-09-19 11:12:15",NULL,NULL,"2018-09-19 11:12:15",False,"00002372","50046000007aCzLAAU",349,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by A.Theepa I think that day ...",False,"2018-09-19 11:12:16",NULL,NULL,"2018-09-19 11:12:15",False,"00002373","50046000007aCzMAAU",350,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"very well written dear! Liked this take so much...",False,"2018-09-19 11:12:16",NULL,NULL,"2018-09-19 11:12:16",False,"00002374","50046000007aCzNAAU",351,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Jaitreya23 Originally post...",False,"2018-09-19 11:12:21",NULL,NULL,"2018-09-19 11:12:21",False,"00002378","50046000007aCzSAAU",352,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"And its BACK!! #PromoReview: Parth and Erica ar...",False,"2018-09-19 11:12:21",NULL,NULL,"2018-09-19 11:12:21",False,"00002377","50046000007aCzRAAU",353,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by .rad. Originally posted by...",False,"2018-09-19 11:12:21",NULL,NULL,"2018-09-19 11:12:20",False,"00002376","50046000007aCzQAAU",354,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Congratulations for new home Harshad'ians",False,"2018-09-19 11:12:22",NULL,NULL,"2018-09-19 11:12:22",False,"00002381","50046000007aCzVAAU",355,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Congratulations finally new AT",False,"2018-09-19 11:12:22",NULL,NULL,"2018-09-19 11:12:22",False,"00002380","50046000007aCzUAAU",356,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"UAK getting new viewers... I don't know if I sh...",False,"2018-09-19 11:12:22",NULL,NULL,"2018-09-19 11:12:22",False,"00002382","50046000007aCzWAAU",357,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Finally someone voiced what was going on in my ...",False,"2018-09-19 11:12:22",NULL,NULL,"2018-09-19 11:12:21",False,"00002379","50046000007aCzTAAU",358,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Krupy Originally posted by...",False,"2018-09-19 11:12:23",NULL,NULL,"2018-09-19 11:12:22",False,"00002383","50046000007aCzXAAU",359,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by mira Originally posted by ...",False,"2018-09-19 11:12:25",NULL,NULL,"2018-09-19 11:12:25",False,"00002387","50046000007aCzcAAE",360,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by nn027 Originally posted by...",False,"2018-09-19 11:12:25",NULL,NULL,"2018-09-19 11:12:25",False,"00002389","50046000007aCzeAAE",361,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Wow Colors has aired 2 teasers of Salim Anarkal...",False,"2018-09-19 11:12:25",NULL,NULL,"2018-09-19 11:12:25",False,"00002388","50046000007aCzdAAE",362,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Hi Doc,Very very well written post. .Couldn't a...",False,"2018-09-19 11:12:26",NULL,NULL,"2018-09-19 11:12:26",False,"00002392","50046000007aCzhAAE",363,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Sutapasima Originally post...",False,"2018-09-19 11:12:26",NULL,NULL,"2018-09-19 11:12:25",False,"00002390","50046000007aCzfAAE",364,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by anesku Wow Colors has aire...",False,"2018-09-19 11:12:26",NULL,NULL,"2018-09-19 11:12:26",False,"00002391","50046000007aCzgAAE",365,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Really? When did she mention this thing? I want...",False,"2018-09-19 11:12:27",NULL,NULL,"2018-09-19 11:12:27",False,"00002394","50046000007aCzkAAE",366,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"I haven't seen Naitik-Akshara, started only wit...",False,"2018-09-19 11:12:27",NULL,NULL,"2018-09-19 11:12:27",False,"00002393","50046000007aCzjAAE",367,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Chapter 17 Khushiji is your wife... you both go...",False,"2018-09-19 11:12:28",NULL,NULL,"2018-09-19 11:12:28",False,"00002398","50046000007aCzoAAE",368,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Ecrivain. Oh my, Mira No o...",False,"2018-09-19 11:12:28",NULL,NULL,"2018-09-19 11:12:28",False,"00002397","50046000007aCznAAE",369,NULL,NULL,"Problem Resolved",False,"General"
